original,location,sample_period,duplicate,location,sample_period
DB2007116,Greenland,12,DB2007116,Greenland,12
DB2007117,Greenland,12,DB2007117,Greenland,12
DB2007118,Greenland,12,DB2007118,Greenland,12
DB2007119,Greenland,12,DB2007119,Greenland,12
DB2007119,Greenland,12,DB2007066,Greenland,12
DB2007121,Greenland,12,WG2006082,Greenland,11
DB2007121,Greenland,12,DB2007121,Greenland,12
DB2007123,Greenland,12,DB2007123,Greenland,12
DB2007123,Greenland,12,DB2007033,Greenland,12
DB2007123,Greenland,12,DB2007022,Greenland,12
DB2007123,Greenland,12,DB2007054,Greenland,12
DB2007123,Greenland,12,DB2007052,Greenland,12
DB2007124,Greenland,12,DB2007124,Greenland,12
DB2007124,Greenland,12,DB2007127,Greenland,12
DB2007125,Greenland,12,DB2007126,Greenland,12
DB2007125,Greenland,12,DB2007125,Greenland,12
WG2001008,Greenland,6,WG2001008,Greenland,6
WG2001009,Greenland,6,WG2001009,Greenland,6
WG2001010,Greenland,6,WG2001010,Greenland,6
WG2001012,Greenland,6,WG2001012,Greenland,6
WG2001013,Greenland,6,WG2001013,Greenland,6
WG2001014,Greenland,6,WG2001014,Greenland,6
WG2001014,Greenland,6,WG2001015,Greenland,6
WG2001016,Greenland,6,WG2001016,Greenland,6
WG2001017,Greenland,6,WG2001017,Greenland,6
WG2001018,Greenland,6,WG2001018,Greenland,6
WG2001019,Greenland,6,WG2001019,Greenland,6
WG2001020,Greenland,6,DB2007070,Greenland,12
WG2001020,Greenland,6,WG2001020,Greenland,6
WG2001022,Greenland,6,WG2001022,Greenland,6
WG2002023,Greenland,7,WG2002023,Greenland,7
WG2002024,Greenland,7,WG2002024,Greenland,7
WG2002025,Greenland,7,WG2002025,Greenland,7
WG2002026,Greenland,7,WG2002026,Greenland,7
WG2002027,Greenland,7,WG2002027,Greenland,7
WG2002028,Greenland,7,WG2002028,Greenland,7
WG2002029,Greenland,7,WG2002029,Greenland,7
WG2002030,Greenland,7,WG2002030,Greenland,7
WG2002031,Greenland,7,WG2002031,Greenland,7
WG2002032,Greenland,7,WG2002032,Greenland,7
WG2003033,Greenland,8,WG2003033,Greenland,8
WG2003034,Greenland,8,WG2003034,Greenland,8
WG2003035,Greenland,8,WG2003035,Greenland,8
WG2003036,Greenland,8,WG2003036,Greenland,8
WG2003037,Greenland,8,WG2003037,Greenland,8
WG2003038,Greenland,8,WG2003038,Greenland,8
WG2003039,Greenland,8,WG2003039,Greenland,8
WG2003040,Greenland,8,WG2003040,Greenland,8
WG2003041,Greenland,8,WG2003041,Greenland,8
WG2003043,Greenland,8,WG2003043,Greenland,8
WG2005049,Greenland,10,WG2005049,Greenland,10
WG2005050,Greenland,10,WG2005050,Greenland,10
WG2005051,Greenland,10,WG2005051,Greenland,10
WG2005052,Greenland,10,WG2005052,Greenland,10
WG2005053,Greenland,10,WG2005053,Greenland,10
WG2005054,Greenland,10,WG2005054,Greenland,10
WG2005057,Greenland,10,WG2005057,Greenland,10
WG2005059,Greenland,10,WG2005059,Greenland,10
WG2005060,Greenland,10,WG2005060,Greenland,10
WG2005061,Greenland,10,WG2005061,Greenland,10
WG2005062,Greenland,10,WG2005062,Greenland,10
WG2005063,Greenland,10,WG2005063,Greenland,10
WG2005066,Greenland,10,WG2005066,Greenland,10
WG2005067,Greenland,10,WG2005067,Greenland,10
WG2005068,Greenland,10,WG2005068,Greenland,10
WG2005069,Greenland,10,WG2005069,Greenland,10
WG200545B,Greenland,10,WG200545B,Greenland,10
WG2006070,Greenland,11,WG2006070,Greenland,11
WG2006070,Greenland,11,WG2006071,Greenland,11
WG2006072,Greenland,11,WG2006072,Greenland,11
WG2006073,Greenland,11,WG2006073,Greenland,11
WG2006074,Greenland,11,WG2006074,Greenland,11
WG2006075,Greenland,11,WG2006075,Greenland,11
WG2006076,Greenland,11,WG2006076,Greenland,11
WG2006077,Greenland,11,WG2006077,Greenland,11
WG2006078,Greenland,11,WG2006078,Greenland,11
WG2006079,Greenland,11,WG2006079,Greenland,11
WG2006080,Greenland,11,WG2006080,Greenland,11
WG2006081,Greenland,11,WG2006081,Greenland,11
WG2006083,Greenland,11,WG2006083,Greenland,11
WG2006083,Greenland,11,WG2006086,Greenland,11
WG2006084,Greenland,11,WG2006084,Greenland,11
WG2006085,Greenland,11,WG2006085,Greenland,11
WG2006087,Greenland,11,WG2006087,Greenland,11
WG2006089,Greenland,11,WG2006089,Greenland,11
WG2006090,Greenland,11,WG2006090,Greenland,11
WG2006091,Greenland,11,WG2006091,Greenland,11
WG2006093,Greenland,11,WG2006093,Greenland,11
WG2007001,Greenland,12,WG2007023,Greenland,12
WG2007001,Greenland,12,WG2007001,Greenland,12
WG2007001,Greenland,12,WG2007022,Greenland,12
WG2007002,Greenland,12,WG2007004,Greenland,12
WG2007002,Greenland,12,WG2007002,Greenland,12
WG2007003,Greenland,12,WG2007003,Greenland,12
WG2007005,Greenland,12,WG2007005,Greenland,12
WG2007005,Greenland,12,WG2007025,Greenland,12
WG2007005,Greenland,12,WG2007006,Greenland,12
WG2007007,Greenland,12,WG2007007,Greenland,12
WG2007008,Greenland,12,WG2007008,Greenland,12
WG2007008,Greenland,12,WG2007024,Greenland,12
WG2007009,Greenland,12,WG2007010,Greenland,12
WG2007009,Greenland,12,WG2007009,Greenland,12
WG2007013,Greenland,12,WG2007013,Greenland,12
WG2007013,Greenland,12,WG2007014,Greenland,12
WG2007015,Greenland,12,WG2007015,Greenland,12
WG2007017,Greenland,12,WG2007020,Greenland,12
WG2007017,Greenland,12,WG2007017,Greenland,12
WG2007018,Greenland,12,WG2007018,Greenland,12
WG2007018,Greenland,12,WG2007019,Greenland,12
WG2007021,Greenland,12,WG2007021,Greenland,12
WG2007026,Greenland,12,WG2007026,Greenland,12
WG2007027,Greenland,12,WG2007027,Greenland,12
WG2007028,Greenland,12,WG2007028,Greenland,12
WG2007030,Greenland,12,WG2007030,Greenland,12
WG2008257,Greenland,13,WG2008257,Greenland,13
WG2008258,Greenland,13,WG2008258,Greenland,13
WG2008259,Greenland,13,WG2008259,Greenland,13
WG2008259,Greenland,13,WG2008277,Greenland,13
WG2008259,Greenland,13,WG2008280,Greenland,13
WG2008260,Greenland,13,WG2008260,Greenland,13
WG2008261,Greenland,13,WG2008261,Greenland,13
WG2008261,Greenland,13,WG2008266,Greenland,13
WG2008262,Greenland,13,WG2008262,Greenland,13
WG2008263,Greenland,13,WG2008263,Greenland,13
WG2008264,Greenland,13,WG2008264,Greenland,13
WG2008265,Greenland,13,WG2008274,Greenland,13
WG2008265,Greenland,13,WG2008279,Greenland,13
WG2008265,Greenland,13,WG2008309,Greenland,13
WG2008265,Greenland,13,WG2008265,Greenland,13
WG2008267,Greenland,13,WG2008267,Greenland,13
WG2008268,Greenland,13,WG2008268,Greenland,13
WG2008269,Greenland,13,WG2008269,Greenland,13
WG2008270,Greenland,13,WG2008270,Greenland,13
WG2008271,Greenland,13,WG2008271,Greenland,13
WG2008272,Greenland,13,WG2008272,Greenland,13
WG2008273,Greenland,13,WG2008273,Greenland,13
WG2008275,Greenland,13,WG2008275,Greenland,13
WG2008276,Greenland,13,WG2008276,Greenland,13
WG2008278,Greenland,13,WG2008278,Greenland,13
WG2008281,Greenland,13,WG2008281,Greenland,13
WG2008282,Greenland,13,WG2008282,Greenland,13
WG2008285,Greenland,13,WG2008285,Greenland,13
WG2008285,Greenland,13,WG2008290,Greenland,13
WG2008286,Greenland,13,WG2008286,Greenland,13
WG2008286,Greenland,13,WG2008304,Greenland,13
WG2008287,Greenland,13,WG2008287,Greenland,13
WG2008288,Greenland,13,WG2008288,Greenland,13
WG2008289,Greenland,13,WG2008289,Greenland,13
WG2008291,Greenland,13,WG2008291,Greenland,13
WG2008291,Greenland,13,WG2008292,Greenland,13
WG2008294,Greenland,13,WG2008294,Greenland,13
WG2008297,Greenland,13,WG2008297,Greenland,13
WG2008298,Greenland,13,WG2008298,Greenland,13
WG2008299,Greenland,13,WG2008299,Greenland,13
WG2008300,Greenland,13,WG2008300,Greenland,13
WG2008301,Greenland,13,WG2008301,Greenland,13
WG2008302,Greenland,13,WG2008302,Greenland,13
WG2008303,Greenland,13,WG2008303,Greenland,13
WG2008307,Greenland,13,WG2008307,Greenland,13
WG2008308,Greenland,13,WG2008308,Greenland,13
WG2008311,Greenland,13,WG2008311,Greenland,13
WG2008312,Greenland,13,WG2008312,Greenland,13
WG2008313,Greenland,13,WG2008313,Greenland,13
WG2008314,Greenland,13,WG2008314,Greenland,13
WG2008315,Greenland,13,WG2008315,Greenland,13
WG2008316,Greenland,13,WG2008316,Greenland,13
WG2008317,Greenland,13,WG2008317,Greenland,13
WG9999839,Greenland,18,WG9999839,Greenland,18
WG9999840,Greenland,18,WG9999840,Greenland,18
WG9999841,Greenland,18,WG9999841,Greenland,18
WG9999842,Greenland,18,WG9999842,Greenland,18
WG9999843,Greenland,18,WG9999843,Greenland,18
WG9999844,Greenland,18,WG9999844,Greenland,18
